"Date","Price","Open","High","Low","Vol.","Change %"
"23-09-2024","83.540","83.481","83.577","83.440","","0.06%"
"20-09-2024","83.490","83.620","83.637","83.468","","-0.17%"
"19-09-2024","83.630","83.689","83.749","83.558","","-0.04%"
"18-09-2024","83.660","83.764","83.807","83.652","","-0.14%"
"17-09-2024","83.775","83.907","83.914","83.695","","-0.09%"
"16-09-2024","83.850","83.876","83.919","83.833","","-0.04%"
"13-09-2024","83.885","83.927","83.956","83.844","","-0.05%"
"12-09-2024","83.930","84.015","84.015","83.919","","-0.05%"
"11-09-2024","83.970","83.980","84.007","83.926","","-0.01%"
"10-09-2024","83.977","84.005","84.010","83.947","","0.03%"
"09-09-2024","83.956","83.945","83.985","83.921","","-0.04%"
"06-09-2024","83.990","83.988","83.990","83.906","","0.00%"
"05-09-2024","83.989","83.979","84.004","83.957","","0.02%"
"04-09-2024","83.970","83.994","84.020","83.940","","0.01%"
"03-09-2024","83.960","83.919","83.991","83.897","","0.06%"
"02-09-2024","83.908","83.875","83.946","83.850","","0.04%"
"30-08-2024","83.872","83.884","83.905","83.811","","-0.02%"
"29-08-2024","83.890","83.944","83.956","83.839","","-0.03%"
"28-08-2024","83.915","83.963","83.988","83.910","","-0.01%"
"27-08-2024","83.920","83.870","83.965","83.870","","0.08%"
"26-08-2024","83.850","83.806","83.923","83.788","","0.04%"
"23-08-2024","83.814","83.926","83.946","83.799","","-0.15%"
"22-08-2024","83.940","83.900","83.985","83.881","","0.07%"
"21-08-2024","83.880","83.806","83.952","83.750","","0.14%"
"20-08-2024","83.760","83.810","83.880","83.738","","-0.12%"
"19-08-2024","83.860","83.865","83.953","83.827","","-0.04%"
"16-08-2024","83.890","83.945","83.980","83.888","","-0.07%"
"15-08-2024","83.950","83.963","84.007","83.936","","-0.02%"
"14-08-2024","83.970","83.920","83.985","83.896","","0.06%"
"13-08-2024","83.920","83.949","83.983","83.912","","-0.02%"
"12-08-2024","83.940","83.915","83.985","83.899","","-0.01%"
"09-08-2024","83.950","84.015","84.016","83.873","","-0.06%"
"08-08-2024","84.000","83.942","84.011","83.925","","0.10%"
"07-08-2024","83.913","83.955","83.994","83.878","","-0.03%"
"06-08-2024","83.940","83.996","84.000","83.833","","-0.13%"
"05-08-2024","84.046","83.793","84.182","83.758","","0.29%"
"02-08-2024","83.799","83.753","83.822","83.715","","0.09%"
"01-08-2024","83.720","83.709","83.763","83.651","","0.01%"
"31-07-2024","83.708","83.762","83.770","83.654","","-0.03%"
"30-07-2024","83.730","83.746","83.764","83.702","","-0.03%"
"29-07-2024","83.757","83.725","83.774","83.700","","0.03%"
"26-07-2024","83.731","83.760","83.770","83.702","","0.00%"
"25-07-2024","83.735","83.768","83.810","83.648","","0.02%"
