"Date","Price","Open","High","Low","Vol.","Change %"
"12-02-2025","73.77","76.45","76.45","73.16","2.37M","-0.59%"
"11-02-2025","74.21","77.00","77.00","73.91","3.95M","-0.74%"
"10-02-2025","74.76","75.00","75.00","73.79","4.65M","1.31%"
"07-02-2025","73.79","73.99","74.22","73.50","4.04M","0.46%"
"06-02-2025","73.45","74.00","74.00","72.86","6.50M","-0.18%"
"05-02-2025","73.58","74.33","74.33","72.88","9.12M","1.57%"
"04-02-2025","72.44","74.05","74.05","71.81","3.61M","0.75%"
"03-02-2025","71.90","70.44","72.00","70.44","3.90M","0.64%"
"01-02-2025","71.44","71.27","72.85","71.21","924.99K","0.22%"
"31-01-2025","71.28","70.49","71.40","70.49","7.46M","1.12%"
"30-01-2025","70.49","71.90","71.90","69.96","2.16M","0.51%"
"29-01-2025","70.13","71.90","71.90","68.99","742.79K","0.49%"
"28-01-2025","69.79","70.82","70.82","69.31","1.53M","-0.04%"
"27-01-2025","69.82","70.33","70.33","69.01","2.87M","0.01%"
"24-01-2025","69.81","71.55","71.55","69.70","6.66M","0.46%"
"23-01-2025","69.49","69.99","70.08","69.36","11.80M","-0.63%"
"22-01-2025","69.93","69.49","70.20","69.41","1.92M","1.32%"
"21-01-2025","69.02","68.96","69.30","68.80","1.09M","0.09%"
"20-01-2025","68.96","70.95","70.95","67.89","3.05M","0.10%"
"17-01-2025","68.89","70.80","70.80","68.58","1.05M","0.25%"
"16-01-2025","68.72","68.75","68.85","68.41","2.05M","0.64%"
"15-01-2025","68.28","70.10","70.10","68.03","1.80M","0.34%"
"14-01-2025","68.05","67.39","68.19","67.39","1.27M","-0.50%"
"13-01-2025","68.39","68.29","68.45","67.95","2.93M","0.74%"
"10-01-2025","67.89","68.47","68.47","66.47","1.46M","0.62%"
"09-01-2025","67.47","67.33","67.54","67.18","1.98M","0.37%"
"08-01-2025","67.22","66.82","67.25","66.82","777.51K","0.60%"
"07-01-2025","66.82","66.90","66.90","66.56","2.38M","0.33%"
"06-01-2025","66.60","69.10","69.10","66.21","1.27M","-0.70%"
"03-01-2025","67.07","68.65","68.65","66.63","1.06M","0.66%"
"02-01-2025","66.63","67.30","68.40","66.41","790.14K","0.35%"
"01-01-2025","66.40","67.04","67.04","66.12","1.92M","0.55%"
"31-12-2024","66.04","65.99","66.07","65.61","1.26M","0.09%"
"30-12-2024","65.98","67.70","67.70","65.83","4.61M","-0.33%"
"27-12-2024","66.20","66.45","66.45","66.01","1.85M","0.44%"
"26-12-2024","65.91","65.71","66.30","65.71","3.95M","0.37%"
"24-12-2024","65.67","67.90","67.90","65.57","1.24M","-0.39%"
"23-12-2024","65.93","67.18","67.18","63.75","2.17M","1.04%"
"20-12-2024","65.25","67.70","67.70","63.75","1.54M","-0.73%"
"19-12-2024","65.73","64.40","66.30","64.40","2.19M","-0.96%"
"18-12-2024","66.37","68.10","68.10","65.70","559.84K","0.36%"
"17-12-2024","66.13","68.50","68.50","66.00","3.71M","-0.57%"
"16-12-2024","66.51","68.04","68.04","66.20","1.02M","-0.05%"
"13-12-2024","66.54","67.30","67.30","66.50","1.31M","-1.50%"
"12-12-2024","67.55","67.40","67.93","67.26","1.66M","0.72%"
"11-12-2024","67.07","67.80","67.80","66.90","2.61M","0.58%"
"10-12-2024","66.68","67.25","67.25","66.41","2.03M","0.62%"
"09-12-2024","66.27","68.00","68.00","65.83","817.38K","0.39%"
"06-12-2024","66.01","66.21","66.21","65.80","1.18M","-0.08%"
"05-12-2024","66.06","66.28","66.39","65.98","944.40K","-0.05%"
"04-12-2024","66.09","66.33","66.33","65.89","1.51M","0.08%"
"03-12-2024","66.04","66.01","66.33","65.28","813.62K","0.29%"
"02-12-2024","65.85","66.19","66.29","65.10","2.28M","-0.78%"
"29-11-2024","66.37","67.56","67.56","66.17","3.86M","0.47%"
"28-11-2024","66.06","65.89","66.08","65.51","3.15M","0.05%"
"27-11-2024","66.03","67.35","67.35","65.31","2.49M","0.95%"
"26-11-2024","65.41","66.20","66.20","64.95","2.42M","-1.39%"
"25-11-2024","66.33","67.50","67.50","66.12","2.13M","-1.76%"
"22-11-2024","67.52","67.30","67.55","66.80","2.03M","1.52%"
"21-11-2024","66.51","63.80","67.75","63.80","1.88M","1.09%"
"19-11-2024","65.79","66.85","66.85","65.03","1.92M","1.37%"
"18-11-2024","64.90","65.55","65.55","64.50","1.97M","1.95%"
"14-11-2024","63.66","64.70","64.70","63.51","4.24M","-2.45%"
"13-11-2024","65.26","64.90","65.68","64.90","1.55M","0.57%"
"12-11-2024","64.89","65.90","65.90","64.70","3.39M","-2.38%"
"11-11-2024","66.47","69.05","69.05","66.01","2.02M","-0.84%"
"08-11-2024","67.03","67.19","67.26","66.77","2.22M","0.90%"
"07-11-2024","66.43","67.20","67.20","65.71","4.63M","-2.18%"
"06-11-2024","67.91","70.10","70.10","67.01","3.06M","-0.32%"
"05-11-2024","68.13","70.10","70.10","67.60","2.70M","0.09%"
"04-11-2024","68.07","70.08","70.08","67.64","2.06M","-0.74%"
"01-11-2024","68.58","68.87","69.99","66.90","1.89M","-0.54%"
"31-10-2024","68.95","69.63","69.95","68.83","3.21M","-0.14%"
"30-10-2024","69.05","69.83","69.83","68.00","1.80M","1.05%"
"29-10-2024","68.33","69.80","69.80","67.77","2.39M","0.83%"
"28-10-2024","67.77","68.31","68.31","67.51","4.78M","0.43%"
"25-10-2024","67.48","68.10","68.10","67.21","3.45M","-0.52%"
"24-10-2024","67.83","68.18","68.18","67.11","2.11M","-0.60%"
"23-10-2024","68.24","67.81","68.37","67.81","1.99M","0.69%"
"22-10-2024","67.77","68.77","68.77","67.62","1.41M","-0.07%"
"21-10-2024","67.82","67.23","69.29","67.11","2.62M","0.88%"
"18-10-2024","67.23","69.72","69.72","66.33","2.45M","1.13%"
"17-10-2024","66.48","67.33","67.33","66.31","1.82M","0.12%"
"16-10-2024","66.40","65.90","66.55","65.90","1.45M","0.82%"
"15-10-2024","65.86","68.00","68.00","65.50","2.06M","-0.26%"
"14-10-2024","66.03","67.55","67.55","65.55","2.19M","0.72%"
"11-10-2024","65.56","65.68","65.70","65.02","2.63M","0.99%"
"10-10-2024","64.92","65.39","66.25","64.57","3.21M","-0.03%"
"09-10-2024","64.94","65.30","65.31","64.66","3.26M","-0.78%"
"08-10-2024","65.45","67.80","67.80","65.16","2.98M","-0.55%"
"07-10-2024","65.81","66.93","66.93","65.40","2.09M","-0.20%"
"04-10-2024","65.94","66.57","66.57","65.68","3.02M","0.40%"
"03-10-2024","65.68","67.50","68.80","65.33","2.76M","0.23%"
"01-10-2024","65.53","65.91","65.91","65.30","4.66M","-0.11%"
"30-09-2024","65.60","67.40","67.40","65.21","4.63M","0.21%"
"27-09-2024","65.46","65.89","66.00","65.40","1.42M","-0.47%"
"26-09-2024","65.77","65.11","65.84","65.11","1.03M","0.26%"
"25-09-2024","65.60","65.79","65.80","65.27","2.18M","0.95%"
"24-09-2024","64.98","65.08","65.08","64.76","1.76M","0.54%"
"23-09-2024","64.63","64.88","64.88","64.37","1.92M","0.48%"
"20-09-2024","64.32","64.63","64.63","63.90","1.95M","0.39%"
"19-09-2024","64.07","63.51","64.10","63.23","1.93M","0.87%"
"18-09-2024","63.52","64.17","64.17","63.31","1.11M","-0.35%"
"17-09-2024","63.74","65.85","65.85","63.62","1.93M","-0.31%"
"16-09-2024","63.94","64.37","64.37","63.54","771.18K","0.63%"
"13-09-2024","63.54","62.78","64.02","62.78","2.08M","1.63%"
"12-09-2024","62.52","62.64","62.64","62.40","5.34M","-0.10%"
"11-09-2024","62.58","62.79","62.79","62.35","9.96M","0.55%"
"10-09-2024","62.24","62.48","62.48","62.06","1.13M","0.27%"
"09-09-2024","62.07","62.61","62.61","61.84","1.01M","-0.70%"
"06-09-2024","62.51","63.27","63.27","62.25","2.70M","0.03%"
"05-09-2024","62.49","63.80","63.80","61.92","905.94K","0.90%"
"04-09-2024","61.93","64.15","64.15","61.70","1.95M","-0.59%"
"03-09-2024","62.30","63.70","63.70","61.93","1.63M","0.16%"
"02-09-2024","62.20","64.45","64.45","61.95","2.44M","-0.59%"
"30-08-2024","62.57","64.45","64.45","62.22","639.25K","0.03%"
"29-08-2024","62.55","62.44","63.94","62.40","1.34M","0.18%"
"28-08-2024","62.44","62.95","62.95","62.16","2.19M","0.03%"
"27-08-2024","62.42","64.50","64.50","62.07","1.03M","-0.48%"
"26-08-2024","62.72","62.11","62.76","62.01","1.40M","0.98%"
"23-08-2024","62.11","62.29","62.29","61.71","2.84M","-0.30%"
"22-08-2024","62.30","62.63","62.63","62.01","3.54M","-0.08%"
"21-08-2024","62.35","62.91","62.91","62.01","3.28M","-0.70%"
"20-08-2024","62.79","63.20","63.82","61.97","1.52M","0.72%"
"19-08-2024","62.34","59.50","63.20","59.50","1.55M","1.61%"
"16-08-2024","61.35","61.67","61.67","60.86","2.47M","-0.28%"
"14-08-2024","61.52","61.23","61.59","61.11","1.81M","0.47%"
"13-08-2024","61.23","62.17","62.17","61.06","3.29M","0.44%"
"12-08-2024","60.96","60.58","61.24","60.35","1.66M","0.63%"
"09-08-2024","60.58","60.59","60.65","59.88","5.22M","1.51%"
"08-08-2024","59.68","60.41","60.41","59.60","3.45M","-0.85%"
"07-08-2024","60.19","60.38","60.38","59.00","1.12M","-0.48%"
"06-08-2024","60.48","60.91","60.91","60.10","3.63M","0.03%"
"05-08-2024","60.46","63.03","63.50","60.30","5.26M","-1.90%"
"02-08-2024","61.63","62.35","62.44","60.94","4.54M","1.13%"
"01-08-2024","60.94","62.35","62.35","60.21","3.01M","0.64%"
"31-07-2024","60.55","60.28","61.25","60.28","4.59M","0.45%"
